xflr5 v6.57,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
.plane,,,,,,,,,,,,,,,
T1-17.0 m/s-Panel,,,,,,,,,,,,,,,
QInf  =,17,m/s,,,,,,,,,,,,,
Alpha = ,3,,,,,,,,,,,,,,
Beta  = ,   0.000°,,,,,,,,,,,,,,
Phi   = ,   0.000°,,,,,,,,,,,,,,
Ctrl  = ,0,,,,,,,,,,,,,,
CL    = ,0.887273,,,,,,,,,,,,,,
Cy    = ,0,,,,,,,,,,,,,,
Cd=,0.06138,ICd=,0.048965,PCd=,0.012415,,,,,,,,,,
587,   3.478e-01,-3.30E-01,   7.798e-03,-0.148,0.028,-0.989,   7.052e-04,0.4119,,,,,,,
588,   3.142e-01,-3.30E-01,   1.096e-02,-0.051,0.044,-0.998,   9.107e-04,0.4266,,,,,,,
589,   2.730e-01,-3.30E-01,   1.062e-02,0.059,0.048,-0.997,   1.061e-03,0.3912,,,,,,,
590,   2.270e-01,-3.30E-01,   6.159e-03,0.131,0.032,-0.991,   1.146e-03,0.3016,,,,,,,
591,   1.794e-01,-3.30E-01,-5.37E-04,0.148,0.01,-0.989,   1.148e-03,0.1761,,,,,,,
592,   1.335e-01,-3.30E-01,-7.02E-03,0.131,-0.005,-0.991,   1.067e-03,0.0316,,,,,,,
593,   9.225e-02,-3.30E-01,-1.10E-02,0.053,-0.015,-0.998,   9.100e-04,-0.0781,,,,,,,
594,   5.861e-02,-3.30E-01,-1.14E-02,-0.041,-0.022,-0.999,   6.979e-04,-0.1023,,,,,,,
595,   3.482e-02,-3.30E-01,-9.20E-03,-0.171,-0.038,-0.985,   4.451e-04,-0.2269,,,,,,,
596,   2.250e-02,-3.30E-01,-3.51E-03,-0.789,-0.117,-0.604,   2.476e-04,0.568,,,,,,,
597,   2.250e-02,-3.30E-01,   8.124e-03,-0.914,-0.144,0.379,   3.940e-04,0.6403,,,,,,,
598,   3.482e-02,-3.30E-01,   2.410e-02,-0.671,-0.124,0.731,   5.997e-04,-0.4569,,,,,,,
599,   5.861e-02,-3.30E-01,   3.895e-02,-0.4,-0.11,0.91,   7.661e-04,-1.2156,,,,,,,
600,   9.225e-02,-3.30E-01,   4.904e-02,-0.188,-0.099,0.977,   9.300e-04,-1.3804,,,,,,,
601,   1.335e-01,-3.30E-01,   5.326e-02,-0.025,-0.092,0.995,   1.063e-03,-1.2552,,,,,,,
602,   1.794e-01,-3.30E-01,   5.174e-02,0.086,-0.087,0.992,   1.144e-03,-1.0188,,,,,,,
603,   2.270e-01,-3.30E-01,   4.560e-02,0.168,-0.078,0.983,   1.156e-03,-0.7811,,,,,,,
604,   2.730e-01,-3.30E-01,   3.626e-02,0.23,-0.065,0.971,   1.090e-03,-0.5612,,,,,,,
605,   3.142e-01,-3.30E-01,   2.556e-02,0.274,-0.051,0.96,   9.462e-04,-0.3805,,,,,,,
606,   3.478e-01,-3.30E-01,   1.525e-02,0.316,-0.039,0.948,   7.355e-04,-0.2281,,,,,,,
607,   3.716e-01,-3.30E-01,   6.627e-03,0.378,-0.037,0.925,   4.738e-04,0.0005,,,,,,,
608,   3.839e-01,-3.30E-01,   1.436e-03,0.417,-0.041,0.908,   1.646e-04,0.1611,,,,,,,
Strip 22,,,,,,,,,,,,,,,
609,   3.864e-01,-3.04E-01,   8.108e-04,-0.247,0.023,-0.969,   1.760e-04,0.3124,,,,,,,
610,   3.739e-01,-3.04E-01,   3.674e-03,-0.215,0.02,-0.977,   5.120e-04,0.3498,,,,,,,
611,   3.497e-01,-3.04E-01,   8.241e-03,-0.167,0.029,-0.986,   8.069e-04,0.4127,,,,,,,
612,   3.154e-01,-3.04E-01,   1.202e-02,-0.065,0.045,-0.997,   1.040e-03,0.441,,,,,,,
613,   2.735e-01,-3.04E-01,   1.187e-02,0.062,0.048,-0.997,   1.211e-03,0.4085,,,,,,,
614,   2.268e-01,-3.04E-01,   6.939e-03,0.144,0.032,-0.989,   1.309e-03,0.3119,,,,,,,
615,   1.784e-01,-3.04E-01,-4.30E-04,0.157,0.011,-0.987,   1.312e-03,0.174,,,,,,,
616,   1.316e-01,-3.04E-01,-7.40E-03,0.137,-0.005,-0.991,   1.218e-03,0.0199,,,,,,,
617,   8.969e-02,-3.04E-01,-1.15E-02,0.05,-0.016,-0.999,   1.038e-03,-0.0898,,,,,,,
618,   5.547e-02,-3.04E-01,-1.18E-02,-0.044,-0.022,-0.999,   7.963e-04,-0.1075,,,,,,,
619,   3.126e-02,-3.04E-01,-9.55E-03,-0.168,-0.037,-0.985,   5.075e-04,-0.2645,,,,,,,
620,   1.874e-02,-3.04E-01,-3.49E-03,-0.808,-0.12,-0.577,   2.956e-04,0.5859,,,,,,,
621,   1.874e-02,-3.04E-01,   8.649e-03,-0.914,-0.144,0.379,   4.495e-04,0.6471,,,,,,,
622,   3.126e-02,-3.04E-01,   2.515e-02,-0.681,-0.125,0.721,   6.930e-04,-0.4132,,,,,,,
623,   5.547e-02,-3.04E-01,   4.062e-02,-0.406,-0.11,0.907,   8.768e-04,-1.2002,,,,,,,
624,   8.969e-02,-3.04E-01,   5.112e-02,-0.194,-0.1,0.976,   1.062e-03,-1.3752,,,,,,,
625,   1.316e-01,-3.04E-01,   5.556e-02,-0.027,-0.092,0.995,   1.213e-03,-1.2603,,,,,,,
626,   1.784e-01,-3.04E-01,   5.405e-02,0.087,-0.087,0.992,   1.305e-03,-1.0298,,,,,,,
627,   2.268e-01,-3.04E-01,   4.766e-02,0.173,-0.078,0.982,   1.319e-03,-0.7917,,,,,,,
628,   2.735e-01,-3.04E-01,   3.783e-02,0.239,-0.065,0.969,   1.246e-03,-0.5635,,,,,,,
629,   3.154e-01,-3.04E-01,   2.653e-02,0.284,-0.051,0.958,   1.082e-03,-0.3743,,,,,,,
630,   3.497e-01,-3.04E-01,   1.566e-02,0.326,-0.039,0.945,   8.419e-04,-0.2083,,,,,,,
631,   3.739e-01,-3.04E-01,   6.703e-03,0.379,-0.037,0.924,   5.408e-04,0.0172,,,,,,,
632,   3.864e-01,-3.04E-01,   1.435e-03,0.41,-0.04,0.911,   1.872e-04,0.1685,,,,,,,
Strip 23,,,,,,,,,,,,,,,
633,   3.891e-01,-2.76E-01,   7.874e-04,-0.236,0.022,-0.972,   1.937e-04,0.2908,,,,,,,
634,   3.764e-01,-2.76E-01,   3.710e-03,-0.219,0.021,-0.976,   5.657e-04,0.3358,,,,,,,
635,   3.517e-01,-2.76E-01,   8.728e-03,-0.187,0.031,-0.982,   8.941e-04,0.4138,,,,,,,
636,   3.168e-01,-2.76E-01,   1.318e-02,-0.079,0.046,-0.996,   1.149e-03,0.456,,,,,,,
637,   2.741e-01,-2.76E-01,   1.324e-02,0.066,0.048,-0.997,   1.337e-03,0.4262,,,,,,,
638,   2.265e-01,-2.76E-01,   7.798e-03,0.157,0.032,-0.987,   1.448e-03,0.3228,,,,,,,
639,   1.772e-01,-2.76E-01,-3.12E-04,0.168,0.011,-0.986,   1.450e-03,0.1717,,,,,,,
640,   1.296e-01,-2.76E-01,-7.82E-03,0.143,-0.005,-0.99,   1.346e-03,0.0074,,,,,,,
641,   8.687e-02,-2.76E-01,-1.21E-02,0.047,-0.016,-0.999,   1.145e-03,-0.1025,,,,,,,
642,   5.200e-02,-2.76E-01,-1.23E-02,-0.048,-0.023,-0.999,   8.791e-04,-0.1129,,,,,,,
643,   2.735e-02,-2.76E-01,-9.94E-03,-0.165,-0.037,-0.986,   5.599e-04,-0.3027,,,,,,,
644,   1.459e-02,-2.76E-01,-3.47E-03,-0.826,-0.123,-0.55,   3.422e-04,0.6031,,,,,,,
645,   1.459e-02,-2.76E-01,   9.226e-03,-0.914,-0.144,0.379,   4.963e-04,0.6555,,,,,,,
646,   2.735e-02,-2.76E-01,   2.630e-02,-0.691,-0.126,0.711,   7.756e-04,-0.3664,,,,,,,
647,   5.200e-02,-2.76E-01,   4.246e-02,-0.413,-0.111,0.904,   9.713e-04,-1.1816,,,,,,,
648,   8.687e-02,-2.76E-01,   5.341e-02,-0.199,-0.1,0.975,   1.174e-03,-1.368,,,,,,,
649,   1.296e-01,-2.76E-01,   5.809e-02,-0.029,-0.093,0.995,   1.339e-03,-1.2641,,,,,,,
650,   1.772e-01,-2.76E-01,   5.658e-02,0.087,-0.087,0.992,   1.441e-03,-1.0404,,,,,,,
651,   2.265e-01,-2.76E-01,   4.993e-02,0.178,-0.078,0.981,   1.458e-03,-0.8016,,,,,,,
652,   2.741e-01,-2.76E-01,   3.956e-02,0.248,-0.065,0.967,   1.378e-03,-0.5646,,,,,,,
653,   3.168e-01,-2.76E-01,   2.760e-02,0.294,-0.051,0.954,   1.199e-03,-0.3665,,,,,,,
654,   3.517e-01,-2.76E-01,   1.612e-02,0.336,-0.04,0.941,   9.330e-04,-0.1867,,,,,,,
655,   3.764e-01,-2.76E-01,   6.787e-03,0.381,-0.037,0.924,   5.973e-04,0.0352,,,,,,,
656,   3.891e-01,-2.76E-01,   1.433e-03,0.403,-0.039,0.914,   2.059e-04,0.1768,,,,,,,
Strip 24,,,,,,,,,,,,,,,
657,   3.920e-01,-2.47E-01,   7.624e-04,-0.224,0.021,-0.974,   2.073e-04,0.2681,,,,,,,
658,   3.790e-01,-2.47E-01,   3.748e-03,-0.223,0.021,-0.975,   6.077e-04,0.3208,,,,,,,
659,   3.539e-01,-2.47E-01,   9.248e-03,-0.208,0.032,-0.978,   9.635e-04,0.415,,,,,,,
660,   3.183e-01,-2.47E-01,   1.443e-02,-0.094,0.046,-0.994,   1.234e-03,0.4709,,,,,,,
661,   2.748e-01,-2.47E-01,   1.470e-02,0.069,0.047,-0.996,   1.435e-03,0.4436,,,,,,,
662,   2.262e-01,-2.47E-01,   8.716e-03,0.17,0.032,-0.985,   1.558e-03,0.3333,,,,,,,
663,   1.760e-01,-2.47E-01,-1.86E-04,0.178,0.012,-0.984,   1.559e-03,0.1688,,,,,,,
664,   1.274e-01,-2.47E-01,-8.28E-03,0.149,-0.004,-0.989,   1.446e-03,-0.0055,,,,,,,
665,   8.386e-02,-2.47E-01,-1.27E-02,0.044,-0.016,-0.999,   1.229e-03,-0.1146,,,,,,,
666,   4.831e-02,-2.47E-01,-1.28E-02,-0.052,-0.023,-0.998,   9.436e-04,-0.1161,,,,,,,
667,   2.317e-02,-2.47E-01,-1.04E-02,-0.163,-0.037,-0.986,   6.006e-04,-0.3355,,,,,,,
668,   1.016e-02,-2.47E-01,-3.45E-03,-0.842,-0.125,-0.525,   3.850e-04,0.6218,,,,,,,
669,   1.016e-02,-2.47E-01,   9.843e-03,-0.914,-0.144,0.379,   5.328e-04,0.6652,,,,,,,
670,   2.317e-02,-2.47E-01,   2.752e-02,-0.701,-0.127,0.701,   8.443e-04,-0.3161,,,,,,,
671,   4.831e-02,-2.47E-01,   4.443e-02,-0.42,-0.112,0.9,   1.046e-03,-1.1568,,,,,,,
672,   8.386e-02,-2.47E-01,   5.586e-02,-0.204,-0.101,0.974,   1.261e-03,-1.3559,,,,,,,
673,   1.274e-01,-2.47E-01,   6.080e-02,-0.031,-0.093,0.995,   1.437e-03,-1.2652,,,,,,,
674,   1.760e-01,-2.47E-01,   5.929e-02,0.088,-0.087,0.992,   1.546e-03,-1.049,,,,,,,
675,   2.262e-01,-2.47E-01,   5.235e-02,0.184,-0.078,0.98,   1.566e-03,-0.81,,,,,,,
676,   2.748e-01,-2.47E-01,   4.140e-02,0.257,-0.066,0.964,   1.483e-03,-0.5641,,,,,,,
677,   3.183e-01,-2.47E-01,   2.874e-02,0.304,-0.052,0.951,   1.291e-03,-0.3569,,,,,,,
678,   3.539e-01,-2.47E-01,   1.661e-02,0.347,-0.041,0.937,   1.005e-03,-0.1635,,,,,,,
679,   3.790e-01,-2.47E-01,   6.877e-03,0.382,-0.037,0.923,   6.413e-04,0.0539,,,,,,,
680,   3.920e-01,-2.47E-01,   1.430e-03,0.396,-0.039,0.917,   2.202e-04,0.1854,,,,,,,
Strip 25,,,,,,,,,,,,,,,
681,   3.951e-01,-2.16E-01,   7.364e-04,-0.213,0.02,-0.977,   2.162e-04,0.2424,,,,,,,
682,   3.818e-01,-2.16E-01,   3.788e-03,-0.228,0.022,-0.973,   6.361e-04,0.3043,,,,,,,
683,   3.561e-01,-2.16E-01,   9.788e-03,-0.228,0.034,-0.973,   1.012e-03,0.4172,,,,,,,
684,   3.199e-01,-2.16E-01,   1.572e-02,-0.109,0.047,-0.993,   1.293e-03,0.4853,,,,,,,
685,   2.755e-01,-2.16E-01,   1.622e-02,0.073,0.047,-0.996,   1.501e-03,0.458,,,,,,,
686,   2.259e-01,-2.16E-01,   9.668e-03,0.184,0.032,-0.982,   1.633e-03,0.3419,,,,,,,
687,   1.747e-01,-2.16E-01,-5.45E-05,0.189,0.012,-0.982,   1.634e-03,0.1659,,,,,,,
688,   1.251e-01,-2.16E-01,-8.74E-03,0.156,-0.004,-0.988,   1.513e-03,-0.0178,,,,,,,
689,   8.073e-02,-2.16E-01,-1.33E-02,0.04,-0.017,-0.999,   1.285e-03,-0.1247,,,,,,,
690,   4.447e-02,-2.16E-01,-1.33E-02,-0.056,-0.024,-0.998,   9.869e-04,-0.1138,,,,,,,
691,   1.883e-02,-2.16E-01,-1.08E-02,-0.16,-0.036,-0.986,   6.278e-04,-0.3491,,,,,,,
692,   5.561e-03,-2.16E-01,-3.43E-03,-0.856,-0.127,-0.501,   4.215e-04,0.6498,,,,,,,
693,   5.561e-03,-2.16E-01,   1.048e-02,-0.914,-0.144,0.379,   5.573e-04,0.6748,,,,,,,
694,   1.883e-02,-2.16E-01,   2.880e-02,-0.711,-0.128,0.692,   8.955e-04,-0.2567,,,,,,,
695,   4.447e-02,-2.16E-01,   4.647e-02,-0.427,-0.112,0.897,   1.098e-03,-1.1177,,,,,,,
696,   8.073e-02,-2.16E-01,   5.840e-02,-0.21,-0.101,0.972,   1.320e-03,-1.3358,,,,,,,
697,   1.251e-01,-2.16E-01,   6.361e-02,-0.033,-0.093,0.995,   1.502e-03,-1.262,,,,,,,
698,   1.747e-01,-2.16E-01,   6.210e-02,0.089,-0.087,0.992,   1.617e-03,-1.0548,,,,,,,
699,   2.259e-01,-2.16E-01,   5.487e-02,0.189,-0.078,0.979,   1.639e-03,-0.8158,,,,,,,
700,   2.755e-01,-2.16E-01,   4.332e-02,0.266,-0.066,0.962,   1.554e-03,-0.561,,,,,,,
701,   3.199e-01,-2.16E-01,   2.993e-02,0.314,-0.052,0.948,   1.354e-03,-0.3439,,,,,,,
702,   3.561e-01,-2.16E-01,   1.711e-02,0.357,-0.041,0.933,   1.056e-03,-0.1367,,,,,,,
703,   3.818e-01,-2.16E-01,   6.970e-03,0.384,-0.037,0.923,   6.711e-04,0.0721,,,,,,,
704,   3.951e-01,-2.16E-01,   1.428e-03,0.389,-0.038,0.92,   2.295e-04,0.1902,,,,,,,
Strip 26,,,,,,,,,,,,,,,
705,   3.966e-01,-1.99E-01,   7.233e-04,-0.208,0,-0.978,   1.716e-05,0.2168,,,,,,,
706,   3.832e-01,-1.99E-01,   3.808e-03,-0.23,0,-0.973,   5.057e-05,0.292,,,,,,,
707,   3.573e-01,-1.99E-01,   1.006e-02,-0.238,0,-0.971,   8.061e-05,0.4174,,,,,,,
708,   3.207e-01,-1.99E-01,   1.637e-02,-0.116,0,-0.993,   1.027e-04,0.4877,,,,,,,
709,   2.758e-01,-1.99E-01,   1.698e-02,0.075,0,-0.997,   1.192e-04,0.4624,,,,,,,
710,   2.258e-01,-1.99E-01,   1.015e-02,0.19,0,-0.982,   1.299e-04,0.3456,,,,,,,
711,   1.740e-01,-1.99E-01,   1.181e-05,0.194,0,-0.981,   1.300e-04,0.1647,,,,,,,
712,   1.240e-01,-1.99E-01,-8.98E-03,0.159,0,-0.987,   1.204e-04,-0.0231,,,,,,,
713,   7.915e-02,-1.99E-01,-1.37E-02,0.039,0,-0.999,   1.021e-04,-0.1289,,,,,,,
714,   4.253e-02,-1.99E-01,-1.35E-02,-0.058,0,-0.998,   7.843e-05,-0.1123,,,,,,,
715,   1.664e-02,-1.99E-01,-1.10E-02,-0.159,0,-0.987,   4.985e-05,-0.3379,,,,,,,
716,   3.233e-03,-1.99E-01,-3.41E-03,-0.869,0,-0.494,   3.397e-05,0.6847,,,,,,,
717,   3.233e-03,-1.99E-01,   1.081e-02,-0.924,0,0.383,   4.384e-05,0.6881,,,,,,,
718,   1.664e-02,-1.99E-01,   2.944e-02,-0.721,0,0.692,   7.108e-05,-0.2126,,,,,,,
719,   4.253e-02,-1.99E-01,   4.750e-02,-0.434,0,0.901,   8.689e-05,-1.0911,,,,,,,
720,   7.915e-02,-1.99E-01,   5.968e-02,-0.214,0,0.977,   1.044e-04,-1.3228,,,,,,,
721,   1.240e-01,-1.99E-01,   6.503e-02,-0.034,0,0.999,   1.189e-04,-1.2583,,,,,,,
722,   1.740e-01,-1.99E-01,   6.353e-02,0.089,0,0.996,   1.280e-04,-1.0556,,,,,,,
723,   2.258e-01,-1.99E-01,   5.614e-02,0.192,0,0.981,   1.299e-04,-0.8164,,,,,,,
724,   2.758e-01,-1.99E-01,   4.429e-02,0.271,0,0.963,   1.234e-04,-0.5573,,,,,,,
725,   3.207e-01,-1.99E-01,   3.053e-02,0.319,0,0.948,   1.077e-04,-0.3342,,,,,,,
726,   3.573e-01,-1.99E-01,   1.737e-02,0.363,0,0.932,   8.402e-05,-0.1187,,,,,,,
727,   3.832e-01,-1.99E-01,   7.017e-03,0.385,0,0.923,   5.332e-05,0.0834,,,,,,,
728,   3.966e-01,-1.99E-01,   1.427e-03,0.386,0,0.922,   1.820e-05,0.1923,,,,,,,
Strip 27,,,,,,,,,,,,,,,
729,   3.966e-01,-1.94E-01,   7.233e-04,-0.208,0,-0.978,   5.106e-05,0.2249,,,,,,,
730,   3.832e-01,-1.94E-01,   3.808e-03,-0.23,0,-0.973,   1.505e-04,0.2958,,,,,,,
731,   3.573e-01,-1.94E-01,   1.006e-02,-0.238,0,-0.971,   2.398e-04,0.4191,,,,,,,
732,   3.207e-01,-1.94E-01,   1.637e-02,-0.116,0,-0.993,   3.057e-04,0.4909,,,,,,,
733,   2.758e-01,-1.94E-01,   1.698e-02,0.075,0,-0.997,   3.545e-04,0.4642,,,,,,,
734,   2.258e-01,-1.94E-01,   1.015e-02,0.19,0,-0.982,   3.865e-04,0.3464,,,,,,,
735,   1.740e-01,-1.94E-01,   1.181e-05,0.194,0,-0.981,   3.867e-04,0.1648,,,,,,,
736,   1.240e-01,-1.94E-01,-8.98E-03,0.159,0,-0.987,   3.581e-04,-0.0242,,,,,,,
737,   7.915e-02,-1.94E-01,-1.37E-02,0.039,0,-0.999,   3.038e-04,-0.1304,,,,,,,
738,   4.253e-02,-1.94E-01,-1.35E-02,-0.058,0,-0.998,   2.334e-04,-0.1147,,,,,,,
739,   1.664e-02,-1.94E-01,-1.10E-02,-0.159,0,-0.987,   1.483e-04,-0.3553,,,,,,,
740,   3.233e-03,-1.94E-01,-3.41E-03,-0.869,0,-0.494,   1.011e-04,0.6751,,,,,,,
741,   3.233e-03,-1.94E-01,   1.081e-02,-0.924,0,0.383,   1.304e-04,0.6881,,,,,,,
742,   1.664e-02,-1.94E-01,   2.944e-02,-0.721,0,0.692,   2.115e-04,-0.2232,,,,,,,
743,   4.253e-02,-1.94E-01,   4.750e-02,-0.434,0,0.901,   2.585e-04,-1.1026,,,,,,,
744,   7.915e-02,-1.94E-01,   5.968e-02,-0.214,0,0.977,   3.108e-04,-1.3303,,,,,,,
745,   1.240e-01,-1.94E-01,   6.503e-02,-0.034,0,0.999,   3.538e-04,-1.2632,,,,,,,
746,   1.740e-01,-1.94E-01,   6.353e-02,0.089,0,0.996,   3.809e-04,-1.059,,,,,,,
747,   2.258e-01,-1.94E-01,   5.614e-02,0.192,0,0.981,   3.866e-04,-0.8189,,,,,,,
748,   2.758e-01,-1.94E-01,   4.429e-02,0.271,0,0.963,   3.672e-04,-0.5595,,,,,,,
749,   3.207e-01,-1.94E-01,   3.053e-02,0.319,0,0.948,   3.204e-04,-0.3378,,,,,,,
750,   3.573e-01,-1.94E-01,   1.737e-02,0.363,0,0.932,   2.500e-04,-0.1242,,,,,,,
751,   3.832e-01,-1.94E-01,   7.017e-03,0.385,0,0.923,   1.586e-04,0.0767,,,,,,,
752,   3.966e-01,-1.94E-01,   1.427e-03,0.386,0,0.922,   5.415e-05,0.1854,,,,,,,
Strip 28,,,,,,,,,,,,,,,
753,   3.966e-01,-1.84E-01,   7.233e-04,-0.208,0,-0.978,   8.371e-05,0.2331,,,,,,,
754,   3.832e-01,-1.84E-01,   3.808e-03,-0.23,0,-0.973,   2.467e-04,0.2994,,,,,,,
755,   3.573e-01,-1.84E-01,   1.006e-02,-0.238,0,-0.971,   3.932e-04,0.4201,,,,,,,
756,   3.207e-01,-1.84E-01,   1.637e-02,-0.116,0,-0.993,   5.011e-04,0.4932,,,,,,,
757,   2.758e-01,-1.84E-01,   1.698e-02,0.075,0,-0.997,   5.812e-04,0.4669,,,,,,,
758,   2.258e-01,-1.84E-01,   1.015e-02,0.19,0,-0.982,   6.336e-04,0.3481,,,,,,,
759,   1.740e-01,-1.84E-01,   1.181e-05,0.194,0,-0.981,   6.340e-04,0.1653,,,,,,,
760,   1.240e-01,-1.84E-01,-8.98E-03,0.159,0,-0.987,   5.870e-04,-0.0254,,,,,,,
761,   7.915e-02,-1.84E-01,-1.37E-02,0.039,0,-0.999,   4.981e-04,-0.1333,,,,,,,
762,   4.253e-02,-1.84E-01,-1.35E-02,-0.058,0,-0.998,   3.825e-04,-0.1187,,,,,,,
763,   1.664e-02,-1.84E-01,-1.10E-02,-0.159,0,-0.987,   2.431e-04,-0.3757,,,,,,,
764,   3.233e-03,-1.84E-01,-3.41E-03,-0.869,0,-0.494,   1.657e-04,0.6643,,,,,,,
765,   3.233e-03,-1.84E-01,   1.081e-02,-0.924,0,0.383,   2.138e-04,0.6937,,,,,,,
766,   1.664e-02,-1.84E-01,   2.944e-02,-0.721,0,0.692,   3.467e-04,-0.2362,,,,,,,
767,   4.253e-02,-1.84E-01,   4.750e-02,-0.434,0,0.901,   4.238e-04,-1.1199,,,,,,,
768,   7.915e-02,-1.84E-01,   5.968e-02,-0.214,0,0.977,   5.094e-04,-1.3422,,,,,,,
769,   1.240e-01,-1.84E-01,   6.503e-02,-0.034,0,0.999,   5.799e-04,-1.2709,,,,,,,
770,   1.740e-01,-1.84E-01,   6.353e-02,0.089,0,0.996,   6.244e-04,-1.0641,,,,,,,
771,   2.258e-01,-1.84E-01,   5.614e-02,0.192,0,0.981,   6.338e-04,-0.8224,,,,,,,
772,   2.758e-01,-1.84E-01,   4.429e-02,0.271,0,0.963,   6.020e-04,-0.5619,,,,,,,
773,   3.207e-01,-1.84E-01,   3.053e-02,0.319,0,0.948,   5.252e-04,-0.3408,,,,,,,
774,   3.573e-01,-1.84E-01,   1.737e-02,0.363,0,0.932,   4.098e-04,-0.1266,,,,,,,
775,   3.832e-01,-1.84E-01,   7.017e-03,0.385,0,0.923,   2.601e-04,0.0812,,,,,,,
776,   3.966e-01,-1.84E-01,   1.427e-03,0.386,0,0.922,   8.877e-05,0.196,,,,,,,
Strip 29,,,,,,,,,,,,,,,
777,   3.966e-01,-1.70E-01,   7.233e-04,-0.208,0,-0.978,   1.143e-04,0.2374,,,,,,,
778,   3.832e-01,-1.70E-01,   3.808e-03,-0.23,0,-0.973,   3.368e-04,0.3017,,,,,,,
779,   3.573e-01,-1.70E-01,   1.006e-02,-0.238,0,-0.971,   5.368e-04,0.4209,,,,,,,
780,   3.207e-01,-1.70E-01,   1.637e-02,-0.116,0,-0.993,   6.841e-04,0.4947,,,,,,,
781,   2.758e-01,-1.70E-01,   1.698e-02,0.075,0,-0.997,   7.935e-04,0.4693,,,,,,,
782,   2.258e-01,-1.70E-01,   1.015e-02,0.19,0,-0.982,   8.650e-04,0.3502,,,,,,,
783,   1.740e-01,-1.70E-01,   1.181e-05,0.194,0,-0.981,   8.656e-04,0.1659,,,,,,,
784,   1.240e-01,-1.70E-01,-8.98E-03,0.159,0,-0.987,   8.015e-04,-0.0267,,,,,,,
785,   7.915e-02,-1.70E-01,-1.37E-02,0.039,0,-0.999,   6.800e-04,-0.1365,,,,,,,
786,   4.253e-02,-1.70E-01,-1.35E-02,-0.058,0,-0.998,   5.223e-04,-0.1242,,,,,,,
787,   1.664e-02,-1.70E-01,-1.10E-02,-0.159,0,-0.987,   3.320e-04,-0.3924,,,,,,,
788,   3.233e-03,-1.70E-01,-3.41E-03,-0.869,0,-0.494,   2.262e-04,0.6561,,,,,,,
789,   3.233e-03,-1.70E-01,   1.081e-02,-0.924,0,0.383,   2.920e-04,0.6969,,,,,,,
790,   1.664e-02,-1.70E-01,   2.944e-02,-0.721,0,0.692,   4.733e-04,-0.2473,,,,,,,
791,   4.253e-02,-1.70E-01,   4.750e-02,-0.434,0,0.901,   5.786e-04,-1.138,,,,,,,
792,   7.915e-02,-1.70E-01,   5.968e-02,-0.214,0,0.977,   6.956e-04,-1.3563,,,,,,,
793,   1.240e-01,-1.70E-01,   6.503e-02,-0.034,0,0.999,   7.918e-04,-1.2806,,,,,,,
794,   1.740e-01,-1.70E-01,   6.353e-02,0.089,0,0.996,   8.526e-04,-1.0707,,,,,,,
795,   2.258e-01,-1.70E-01,   5.614e-02,0.192,0,0.981,   8.653e-04,-0.8264,,,,,,,
796,   2.758e-01,-1.70E-01,   4.429e-02,0.271,0,0.963,   8.220e-04,-0.5648,,,,,,,
797,   3.207e-01,-1.70E-01,   3.053e-02,0.319,0,0.948,   7.170e-04,-0.3437,,,,,,,
798,   3.573e-01,-1.70E-01,   1.737e-02,0.363,0,0.932,   5.595e-04,-0.1282,,,,,,,
799,   3.832e-01,-1.70E-01,   7.017e-03,0.385,0,0.923,   3.551e-04,0.0838,,,,,,,
800,   3.966e-01,-1.70E-01,   1.427e-03,0.386,0,0.922,   1.212e-04,0.2013,,,,,,,
Strip 30,,,,,,,,,,,,,,,
801,   3.966e-01,-1.52E-01,   7.233e-04,-0.208,0,-0.978,   1.421e-04,0.2398,,,,,,,
802,   3.832e-01,-1.52E-01,   3.808e-03,-0.23,0,-0.973,   4.186e-04,0.3036,,,,,,,
803,   3.573e-01,-1.52E-01,   1.006e-02,-0.238,0,-0.971,   6.672e-04,0.422,,,,,,,
804,   3.207e-01,-1.52E-01,   1.637e-02,-0.116,0,-0.993,   8.504e-04,0.4959,,,,,,,
805,   2.758e-01,-1.52E-01,   1.698e-02,0.075,0,-0.997,   9.864e-04,0.471,,,,,,,
806,   2.258e-01,-1.52E-01,   1.015e-02,0.19,0,-0.982,   1.075e-03,0.3519,,,,,,,
807,   1.740e-01,-1.52E-01,   1.181e-05,0.194,0,-0.981,   1.076e-03,0.1668,,,,,,,
808,   1.240e-01,-1.52E-01,-8.98E-03,0.159,0,-0.987,   9.962e-04,-0.0274,,,,,,,
809,   7.915e-02,-1.52E-01,-1.37E-02,0.039,0,-0.999,   8.453e-04,-0.1397,,,,,,,
810,   4.253e-02,-1.52E-01,-1.35E-02,-0.058,0,-0.998,   6.492e-04,-0.1301,,,,,,,
811,   1.664e-02,-1.52E-01,-1.10E-02,-0.159,0,-0.987,   4.126e-04,-0.4027,,,,,,,
812,   3.233e-03,-1.52E-01,-3.41E-03,-0.869,0,-0.494,   2.812e-04,0.6516,,,,,,,
813,   3.233e-03,-1.52E-01,   1.081e-02,-0.924,0,0.383,   3.629e-04,0.6985,,,,,,,
814,   1.664e-02,-1.52E-01,   2.944e-02,-0.721,0,0.692,   5.883e-04,-0.2553,,,,,,,
815,   4.253e-02,-1.52E-01,   4.750e-02,-0.434,0,0.901,   7.192e-04,-1.1541,,,,,,,
